,step,wolf,elk,pack,average_kills,average_elk_age
186,187,0,239,0,0,3.306083038300625
187,188,0,241,0,0,3.311362910947986
188,189,0,242,0,0,3.31643356643358
189,190,0,242,0,0,3.3137317228226446
190,191,0,244,0,0,3.307061790668361
191,192,0,248,0,0,3.245037220843687
192,193,0,247,0,0,3.2340392401121303
193,194,0,249,0,0,3.216404077849875
194,195,0,248,0,0,3.2178970223325205
195,196,0,248,0,0,3.2209987593052234
196,197,0,245,0,0,3.2563579277865102
197,198,0,253,0,0,3.1882031012465917
198,199,0,244,0,0,3.2616645649432674
199,200,0,249,0,0,3.2111523015137626
200,1,0,206,0,0,9.219193427931307
201,2,0,215,0,0,8.87012522361361
202,3,0,222,0,0,8.62768537768539
203,4,0,228,0,0,8.43809041835359
204,5,0,236,0,0,8.18921121251631
205,6,0,242,0,0,8.022886204704399
206,7,0,244,0,0,7.831336696090805
207,8,0,236,0,0,7.777379400260768
208,9,0,234,0,0,7.6955950032873215
209,10,0,236,0,0,7.516949152542386
210,11,0,243,0,0,7.225071225071232
211,12,0,241,0,0,7.221832109798924
212,13,0,241,0,0,7.106607085860211
213,14,0,242,0,0,7.010807374443747
214,15,0,240,0,0,7.063621794871808
215,16,0,243,0,0,6.98971193415639
216,17,0,237,0,0,7.024667315806567
217,18,0,239,0,0,6.878822014805292
218,19,0,240,0,0,6.8426282051282135
219,20,0,237,0,0,6.780428432327176
220,21,0,228,0,0,6.827597840755744
221,22,0,222,0,0,6.730422730422741
222,23,0,225,0,0,6.6184615384615535
223,24,0,223,0,0,6.646602276647129
224,25,0,213,0,0,6.746298302636342
225,26,0,212,0,0,6.669629898403495
226,27,0,211,0,0,6.53900838497996
227,28,0,202,0,0,6.670411271896433
228,29,0,200,0,0,6.667884615384628
229,30,0,200,0,0,6.433076923076932
230,31,0,194,0,0,6.427240285487719
231,32,0,185,0,0,6.427858627858633
232,33,0,185,0,0,6.398128898128907
233,34,0,176,0,0,6.592875874125881
234,35,0,178,0,0,6.432368193604158
235,36,0,180,0,0,6.252991452991466
236,37,0,179,0,0,6.259131929523002
237,38,0,180,0,0,6.2604700854701
238,39,0,185,0,0,6.128690228690245
239,40,0,182,0,0,6.047337278106518
240,41,0,184,0,0,5.942725752508377
241,42,0,187,0,0,5.885232414644188
242,43,0,190,0,0,5.827327935222683
243,44,0,192,0,0,5.804687500000006
244,45,0,187,0,0,5.783628136569327
245,46,0,187,0,0,5.793294940353769
246,47,0,188,0,0,5.798281505728328
247,48,0,190,0,0,5.766801619433208
248,49,0,192,0,0,5.715144230769243
249,50,0,193,0,0,5.571741729772824
250,51,0,193,0,0,5.447389398166609
251,52,0,187,0,0,5.518922254216381
252,53,0,189,0,0,5.395197395197409
253,54,0,191,0,0,5.375755134917449
254,55,0,192,0,0,5.288261217948736
255,56,0,195,0,0,5.234319526627235
256,57,0,193,0,0,5.232164208848159
257,58,0,196,0,0,5.126766091051818
258,59,0,195,0,0,5.001380670611449
259,60,0,193,0,0,5.033280191311291
260,61,0,193,0,0,5.024312475089688
261,62,0,190,0,0,5.06842105263159
262,63,0,190,0,0,5.088461538461549
263,64,0,190,0,0,5.082388663967626
264,65,0,186,0,0,5.162737799834585
265,66,0,183,0,0,5.071248423707453
266,67,0,184,0,0,5.079013377926437
267,68,0,183,0,0,5.011349306431288
268,69,0,182,0,0,4.9575232459848
269,70,0,183,0,0,4.964480874316954
270,71,0,185,0,0,4.948856548856562
271,72,0,187,0,0,4.8449197860962725
272,73,0,189,0,0,4.753357753357768
273,74,0,190,0,0,4.7564777327935355
274,75,0,193,0,0,4.552610601833412
275,76,0,196,0,0,4.48547880690739
276,77,0,193,0,0,4.383818254284588
277,78,0,193,0,0,4.355719410123567
278,79,0,196,0,0,4.318288854003151
279,80,0,196,0,0,4.356554160125602
280,81,0,200,0,0,4.304423076923089
281,82,0,205,0,0,4.236960600375245
282,83,0,203,0,0,4.255399772641161
283,84,0,203,0,0,4.278514588859428
284,85,0,207,0,0,4.229654403567462
285,86,0,207,0,0,4.25975473801562
286,87,0,207,0,0,4.292827945001873
287,88,0,211,0,0,4.232227488151673
288,89,0,216,0,0,4.171830484330496
289,90,0,218,0,0,4.09950599858858
290,91,0,221,0,0,4.081621997911603
291,92,0,226,0,0,4.028931245745416
292,93,0,226,0,0,4.059053778080341
293,94,0,230,0,0,4.023745819398006
294,95,0,235,0,0,3.974959083469732
295,96,0,241,0,0,3.9085541015001684
296,97,0,239,0,0,3.9489861602832423
297,98,0,239,0,0,3.861120051496633
298,99,0,244,0,0,3.7867276166456616
299,100,0,241,0,0,3.761091605489961
300,101,0,243,0,0,3.6625514403292314
301,102,0,242,0,0,3.598219961856336
302,103,0,242,0,0,3.572790845518127
303,104,0,242,0,0,3.5858232676414605
304,105,0,249,0,0,3.5223972814334368
305,106,0,247,0,0,3.5710059171597757
306,107,0,242,0,0,3.579624920534025
307,108,0,245,0,0,3.5714285714285827
308,109,0,243,0,0,3.6126938904716783
309,110,0,248,0,0,3.5542803970223407
310,111,0,246,0,0,3.5916197623514785
311,112,0,248,0,0,3.534739454094302
312,113,0,251,0,0,3.526815813668415
313,114,0,252,0,0,3.4867216117216224
314,115,0,251,0,0,3.4771682500766277
315,116,0,250,0,0,3.5078461538461654
316,117,0,252,0,0,3.4832112332112453
317,118,0,252,0,0,3.509920634920646
318,119,0,251,0,0,3.5531719276739335
319,120,0,247,0,0,3.6016817190906405
320,121,0,249,0,0,3.599938214396056
321,122,0,248,0,0,3.6335297766749473
322,123,0,249,0,0,3.6112140871177103
323,124,0,252,0,0,3.553113553113563
324,125,0,252,0,0,3.574938949938961
325,126,0,252,0,0,3.592796092796106
326,127,0,254,0,0,3.5894912174439875
327,128,0,256,0,0,3.5542367788461653
328,129,0,257,0,0,3.5540257407961837
329,130,0,256,0,0,3.599158653846168
330,131,0,255,0,0,3.6253393665158486
331,132,0,253,0,0,3.6270903010033586
332,133,0,254,0,0,3.6066020593579795
333,134,0,251,0,0,3.6094085197670966
334,135,0,251,0,0,3.626110940851987
335,136,0,253,0,0,3.6343873517786642
336,137,0,247,0,0,3.6947991279975225
337,138,0,246,0,0,3.712007504690446
338,139,0,250,0,0,3.690307692307707
339,140,0,250,0,0,3.704461538461554
340,141,0,250,0,0,3.7183076923077056
341,142,0,245,0,0,3.782731554160141
342,143,0,243,0,0,3.803418803418819
343,144,0,242,0,0,3.7910044500953743
344,145,0,245,0,0,3.769701726844601
345,146,0,248,0,0,3.590260545905723
346,147,0,249,0,0,3.5390793945010928
347,148,0,257,0,0,3.3868602214905836
348,149,0,258,0,0,3.3355694692904088
349,150,0,254,0,0,3.394912174439748
350,151,0,253,0,0,3.4236850106415466
351,152,0,252,0,0,3.415903540903557
352,153,0,252,0,0,3.396978021978037
353,154,0,250,0,0,3.4470769230769367
354,155,0,248,0,0,3.4982940446650255
355,156,0,250,0,0,3.4944615384615494
356,157,0,250,0,0,3.514615384615397
357,158,0,248,0,0,3.558467741935498
358,159,0,255,0,0,3.4956259426847818
359,160,0,257,0,0,3.4866806345405683
360,161,0,258,0,0,3.4807692307692446
361,162,0,262,0,0,3.4493540810334826
362,163,0,266,0,0,3.40789473684212
363,164,0,262,0,0,3.4650616559013656
364,165,0,263,0,0,3.4687042995027975
365,166,0,266,0,0,3.457489878542528
366,167,0,267,0,0,3.3818784212042807
367,168,0,260,0,0,3.444378698224868
368,169,0,260,0,0,3.37588757396451
369,170,0,266,0,0,3.3334297281665823
370,171,0,271,0,0,3.3038603462957847
371,172,0,267,0,0,3.3180639585134126
372,173,0,266,0,0,3.293233082706777
373,174,0,264,0,0,3.316142191142204
374,175,0,267,0,0,3.315038893690593
375,176,0,267,0,0,3.2977528089887795
376,177,0,261,0,0,3.3840259357500906
377,178,0,266,0,0,3.358155002891864
378,179,0,265,0,0,3.3801161103048085
379,180,0,262,0,0,3.3489430416911503
380,181,0,261,0,0,3.360890067786633
381,182,0,263,0,0,3.3581456566247563
382,183,0,262,0,0,3.297709923664133
383,184,0,264,0,0,3.294580419580434
384,185,0,257,0,0,3.286441185273885
385,186,0,253,0,0,3.2965947096381996
386,187,0,254,0,0,3.287401574803163
387,188,0,252,0,0,3.3292124542124677
388,189,0,251,0,0,3.3361936867913107
389,190,0,248,0,0,3.3909739454094443
390,191,0,246,0,0,3.4154158849280973
391,192,0,245,0,0,3.4375196232339245
392,193,0,241,0,0,3.503670603255682
393,194,0,241,0,0,3.517555059048848
394,195,0,245,0,0,3.4979591836734816
395,196,0,241,0,0,3.5335142036386986
396,197,0,242,0,0,3.504132231404975
397,198,0,243,0,0,3.491452991453009
398,199,0,244,0,0,3.4719419924338086
399,200,0,242,0,0,3.510489510489525
400,1,0,207,0,0,9.080453363062077
401,2,0,217,0,0,8.698688408365845
402,3,0,224,0,0,8.464114010989023
403,4,0,226,0,0,8.427331518039498
404,5,0,232,0,0,8.245689655172427
405,6,0,236,0,0,8.143089960886583
406,7,0,237,0,0,8.106296656929583
407,8,0,238,0,0,8.0404007756949
408,9,0,243,0,0,7.875751820196279
409,10,0,250,0,0,7.557076923076932
410,11,0,254,0,0,7.29058146577833
411,12,0,257,0,0,7.242143070936853
412,13,0,257,0,0,7.111493564800975
413,14,0,256,0,0,6.984525240384624
414,15,0,251,0,0,6.91326999693535
415,16,0,242,0,0,6.967260012714565
416,17,0,235,0,0,6.9797054009820085
417,18,0,235,0,0,6.923567921440274
418,19,0,235,0,0,6.786088379705408
419,20,0,226,0,0,6.735874744724315
420,21,0,222,0,0,6.8695426195426315
421,22,0,221,0,0,6.83762617473026
422,23,0,220,0,0,6.781293706293715
423,24,0,221,0,0,6.698746954403077
424,25,0,215,0,0,6.608050089445448
425,26,0,213,0,0,6.548754062838587
426,27,0,210,0,0,6.431868131868143
427,28,0,206,0,0,6.367438386855875
428,29,0,198,0,0,6.372960372960378
429,30,0,196,0,0,6.315345368916811
430,31,0,186,0,0,6.5260545905707295
431,32,0,180,0,0,6.6576923076923205
432,33,0,180,0,0,6.626495726495735
433,34,0,183,0,0,6.553383774695262
434,35,0,182,0,0,6.488165680473384
435,36,0,186,0,0,6.379239040529375
436,37,0,188,0,0,6.263297872340439
437,38,0,189,0,0,6.220187220187229
438,39,0,192,0,0,6.058894230769245
439,40,0,194,0,0,6.033306899286289
440,41,0,194,0,0,6.045003965107072
441,42,0,196,0,0,5.979199372056523
442,43,0,196,0,0,5.961734693877565
443,44,0,195,0,0,6.02149901380672
444,45,0,200,0,0,5.797500000000013
445,46,0,201,0,0,5.805587447378499
446,47,0,202,0,0,5.736290936785999
447,48,0,202,0,0,5.686214775323698
448,49,0,205,0,0,5.5786116322701815
449,50,0,207,0,0,5.52471200297288
450,51,0,212,0,0,5.428882438316409
451,52,0,214,0,0,5.393242271746952
452,53,0,208,0,0,5.281065088757403
453,54,0,210,0,0,5.1926739926739955
454,55,0,210,0,0,5.137545787545802
455,56,0,210,0,0,5.120329670329677
456,57,0,207,0,0,4.918246005202539
457,58,0,207,0,0,4.87439613526571
458,59,0,208,0,0,4.884060650887583
459,60,0,208,0,0,4.845229289940837
460,61,0,204,0,0,4.857654600301668
461,62,0,205,0,0,4.839212007504698
462,63,0,202,0,0,4.830731150038091
463,64,0,201,0,0,4.787409108304645
464,65,0,198,0,0,4.788073038073049
465,66,0,197,0,0,4.697579070675528
466,67,0,193,0,0,4.733160621761671
467,68,0,197,0,0,4.674736431081626
468,69,0,199,0,0,4.555469655972182
469,70,0,202,0,0,4.524942878903285
470,71,0,204,0,0,4.5165912518853775
471,72,0,206,0,0,4.507468259895453
472,73,0,207,0,0,4.52396878483836
473,74,0,205,0,0,4.60000000000001
474,75,0,209,0,0,4.476444608023564
475,76,0,208,0,0,4.535318047337287
476,77,0,210,0,0,4.451465201465212
477,78,0,210,0,0,4.488095238095246
478,79,0,209,0,0,4.497423629002585
479,80,0,210,0,0,4.357692307692321
480,81,0,209,0,0,4.406514538093504
481,82,0,214,0,0,4.341121495327116
482,83,0,217,0,0,4.257532789790865
483,84,0,220,0,0,4.106118881118889
484,85,0,225,0,0,4.052478632478641
485,86,0,224,0,0,4.010302197802207
486,87,0,220,0,0,4.089860139860151
487,88,0,218,0,0,4.080980945659856
488,89,0,223,0,0,4.023111417730262
489,90,0,222,0,0,4.046431046431057
490,91,0,222,0,0,4.081427581427588
491,92,0,222,0,0,4.098925848925856
492,93,0,224,0,0,4.077781593406605
493,94,0,224,0,0,4.100961538461555
494,95,0,227,0,0,4.084717045069481
495,96,0,222,0,0,4.115038115038125
496,97,0,228,0,0,4.044197031039145
497,98,0,226,0,0,4.06484002722942
498,99,0,230,0,0,4.030267558528441
499,100,0,235,0,0,3.878723404255331
500,101,0,234,0,0,3.904339250493108
501,102,0,236,0,0,3.8916232073011843
502,103,0,242,0,0,3.832644628099186
503,104,0,240,0,0,3.8222756410256493
504,105,0,239,0,0,3.862568393949158
505,106,0,228,0,0,4.0038798920378
506,107,0,230,0,0,3.987792642140484
507,108,0,228,0,0,3.977226720647785
508,109,0,230,0,0,3.909364548494993
509,110,0,232,0,0,3.9015251989389994
510,111,0,231,0,0,3.8463203463203555
511,112,0,230,0,0,3.890969899665565
512,113,0,232,0,0,3.871187002652532
513,114,0,235,0,0,3.8577741407528783
514,115,0,244,0,0,3.747793190416153
515,116,0,244,0,0,3.7801071878940875
516,117,0,249,0,0,3.7338585109669546
517,118,0,248,0,0,3.66904466501242
518,119,0,252,0,0,3.5883699633699764
519,120,0,254,0,0,3.5866141732283614
520,121,0,250,0,0,3.630923076923089
521,122,0,253,0,0,3.5811796898753507
522,123,0,252,0,0,3.5810439560439633
523,124,0,254,0,0,3.5681405208964367
524,125,0,251,0,0,3.5862703034017906
525,126,0,246,0,0,3.531894934333969
526,127,0,241,0,0,3.550590488349837
527,128,0,241,0,0,3.4829237152888735
528,129,0,241,0,0,3.516597510373456
529,130,0,239,0,0,3.574348245896376
530,131,0,238,0,0,3.606496444731754
531,132,0,241,0,0,3.5564953718480856
532,133,0,241,0,0,3.5809128630705565
533,134,0,240,0,0,3.6041666666666825
534,135,0,245,0,0,3.5290423861852545
535,136,0,251,0,0,3.467974256818887
536,137,0,252,0,0,3.4899267399267515
537,138,0,247,0,0,3.435066957334179
538,139,0,247,0,0,3.392556835876685
539,140,0,248,0,0,3.3878722084367365
540,141,0,249,0,0,3.4040778498609954
541,142,0,250,0,0,3.350769230769243
542,143,0,256,0,0,3.3046875000000115
543,144,0,257,0,0,3.3298413648608336
544,145,0,258,0,0,3.348837209302341
545,146,0,258,0,0,3.308586762075149
546,147,0,252,0,0,3.378205128205141
547,148,0,251,0,0,3.3700582286239786
548,149,0,250,0,0,3.3944615384615493
549,150,0,249,0,0,3.404077849860995
550,151,0,254,0,0,3.342973955178696
551,152,0,257,0,0,3.3419634839868424
552,153,0,258,0,0,3.341383422778784
553,154,0,253,0,0,3.3990574642748705
554,155,0,255,0,0,3.388235294117661
555,156,0,257,0,0,3.3064950613588877
556,157,0,260,0,0,3.2963017751479424
557,158,0,258,0,0,3.3416815742397286
558,159,0,259,0,0,3.3313038313038437
559,160,0,257,0,0,3.3741394791978587
560,161,0,259,0,0,3.2570537570537694
561,162,0,258,0,0,3.2830948121645918
562,163,0,259,0,0,3.2814077814077933
563,164,0,254,0,0,3.1806480920654288
564,165,0,253,0,0,3.2058376406202598
565,166,0,260,0,0,3.1569526627219044
566,167,0,258,0,0,3.1906678592725233
567,168,0,260,0,0,3.190384615384625
568,169,0,264,0,0,3.1794871794871886
569,170,0,264,0,0,3.174825174825185
570,171,0,264,0,0,3.1713286713286823
571,172,0,266,0,0,3.123337189126673
572,173,0,259,0,0,3.149836649836662
573,174,0,261,0,0,3.1539935160624926
574,175,0,264,0,0,3.0118006993007107
575,176,0,264,0,0,3.046037296037306
576,177,0,262,0,0,3.0640046975924964
577,178,0,262,0,0,3.065325895478577
578,179,0,261,0,0,3.087238432066029
579,180,0,260,0,0,3.1068047337278233
580,181,0,250,0,0,3.2089230769230883
581,182,0,249,0,0,3.237565647204211
582,183,0,248,0,0,3.2172766749379758
583,184,0,247,0,0,3.2625350358143974
584,185,0,250,0,0,3.239846153846163
585,186,0,249,0,0,3.1731541550818774
586,187,0,256,0,0,3.1165865384615494
587,188,0,253,0,0,3.1354515050167344
588,189,0,255,0,0,3.142383107089001
589,190,0,245,0,0,3.203139717425443
590,191,0,243,0,0,3.2507122507122608
591,192,0,244,0,0,3.2649747793190524
592,193,0,246,0,0,3.2745465916197753
593,194,0,252,0,0,3.2316849816849937
594,195,0,253,0,0,3.2499239890544334
595,196,0,253,0,0,3.2520522955305657
596,197,0,255,0,0,3.2387631975867373
597,198,0,258,0,0,3.2324090638044236
598,199,0,255,0,0,3.2434389140271636
599,200,0,255,0,0,3.2603318250377185
600,1,0,209,0,0,8.899521531100499
601,2,0,212,0,0,8.811502177068228
602,3,0,216,0,0,8.686075498575516
603,4,0,220,0,0,8.533741258741268
604,5,0,231,0,0,8.164002664002675
605,6,0,235,0,0,7.982978723404263
606,7,0,234,0,0,7.737015121630518
607,8,0,236,0,0,7.6287483702738035
608,9,0,236,0,0,7.575293350717093
609,10,0,233,0,0,7.502806206668881
610,11,0,235,0,0,7.453355155482832
611,12,0,234,0,0,7.460880999342553
612,13,0,237,0,0,7.395975332684212
613,14,0,233,0,0,7.370254209310022
614,15,0,229,0,0,7.444407121263028
615,16,0,226,0,0,7.369298842750186
616,17,0,222,0,0,7.470200970200983
617,18,0,223,0,0,7.408589168678866
618,19,0,221,0,0,7.34041072050123
619,20,0,219,0,0,7.254127151387439
620,21,0,214,0,0,7.023184759166072
621,22,0,208,0,0,7.097633136094687
622,23,0,211,0,0,6.9948960991615134
623,24,0,214,0,0,6.89288281811648
624,25,0,210,0,0,6.810439560439574
625,26,0,208,0,0,6.659948224852087
626,27,0,206,0,0,6.505974607916368
627,28,0,202,0,0,6.4897182025895
628,29,0,198,0,0,6.415889665889676
629,30,0,196,0,0,6.260007849293575
630,31,0,195,0,0,6.278500986193307
631,32,0,190,0,0,6.2757085020243
632,33,0,187,0,0,6.351707116413015
633,34,0,184,0,0,6.396530100334457
634,35,0,183,0,0,6.440731399747807
635,36,0,181,0,0,6.349128771780716
636,37,0,183,0,0,6.25304749894915
637,38,0,182,0,0,6.223372781065103
638,39,0,185,0,0,6.159251559251574
639,40,0,188,0,0,6.097790507364991
640,41,0,187,0,0,5.98292883587002
641,42,0,186,0,0,5.990281224152207
642,43,0,188,0,0,5.912847790507378
643,44,0,193,0,0,5.741729772817868
644,45,0,195,0,0,5.720907297830382
645,46,0,199,0,0,5.643602628527262
646,47,0,199,0,0,5.6747197526092075
647,48,0,204,0,0,5.562782805429878
648,49,0,203,0,0,5.488632057597584
649,50,0,206,0,0,5.3696788648245075
650,51,0,206,0,0,5.280433159073947
651,52,0,205,0,0,5.296622889305831
652,53,0,205,0,0,5.207317073170739
653,54,0,208,0,0,5.083210059171609
654,55,0,208,0,0,5.0980029585798885
655,56,0,212,0,0,5.039550072568955
656,57,0,205,0,0,5.075609756097571
657,58,0,209,0,0,5.012881854987133
658,59,0,210,0,0,4.984615384615397
659,60,0,211,0,0,4.913051403572744
660,61,0,214,0,0,4.869158878504684
661,62,0,211,0,0,4.859095880422905
662,63,0,209,0,0,4.84247331615754
663,64,0,214,0,0,4.66570812365206
664,65,0,210,0,0,4.696153846153859
665,66,0,214,0,0,4.620776419841852
666,67,0,214,0,0,4.6067577282530685
667,68,0,212,0,0,4.670718432510899
668,69,0,220,0,0,4.534265734265749
669,70,0,220,0,0,4.560139860139874
670,71,0,218,0,0,4.612914608327468
671,72,0,218,0,0,4.597035991531422
672,73,0,219,0,0,4.445907973305247
673,74,0,217,0,0,4.494682736618233
674,75,0,217,0,0,4.408365827720682
675,76,0,213,0,0,4.500902853015542
676,77,0,214,0,0,4.439252336448609
677,78,0,211,0,0,4.291651476485611
678,79,0,214,0,0,4.255571531272477
679,80,0,217,0,0,4.21853952499115
680,81,0,218,0,0,4.226887791107987
681,82,0,221,0,0,4.169161155586508
682,83,0,222,0,0,4.058212058212073
683,84,0,219,0,0,4.12732701088867
684,85,0,215,0,0,4.188014311270141
685,86,0,215,0,0,4.202146690518797
