,step,wolf,elk,pack,average_kills,average_elk_age
1313,114,0,251,0,0,3.644192460925541
1314,115,0,257,0,0,3.5788686022149188
1315,116,0,253,0,0,3.6085436302827736
1316,117,0,247,0,0,3.6200560573030356
1317,118,0,248,0,0,3.6288771712158967
1318,119,0,248,0,0,3.5789392059553515
1319,120,0,246,0,0,3.6156973108192774
1320,121,0,250,0,0,3.574615384615399
1321,122,0,252,0,0,3.5659340659340795
1322,123,0,244,0,0,3.5732976040353233
1323,124,0,248,0,0,3.5074441687345055
1324,125,0,244,0,0,3.5775535939470524
1325,126,0,246,0,0,3.574108818011273
1326,127,0,242,0,0,3.6333439287984866
1327,128,0,237,0,0,3.699772801038638
1328,129,0,232,0,0,3.72380636604776
1329,130,0,230,0,0,3.668060200668911
1330,131,0,233,0,0,3.6388246946187
1331,132,0,231,0,0,3.6918081918082075
1332,133,0,229,0,0,3.6800470272086154
1333,134,0,227,0,0,3.6136902744832415
1334,135,0,225,0,0,3.543931623931635
1335,136,0,224,0,0,3.529189560439573
1336,137,0,222,0,0,3.578309078309091
1337,138,0,221,0,0,3.569439610163607
1338,139,0,223,0,0,3.547430148327025
1339,140,0,224,0,0,3.5503090659340795
1340,141,0,227,0,0,3.517451711284325
1341,142,0,224,0,0,3.491586538461552
1342,143,0,222,0,0,3.5334372834372987
1343,144,0,223,0,0,3.5412211107278537
1344,145,0,224,0,0,3.5556318681318864
1345,146,0,228,0,0,3.450573549257776
1346,147,0,227,0,0,3.472382243307368
1347,148,0,229,0,0,3.4714477662076044
1348,149,0,231,0,0,3.465034965034977
1349,150,0,234,0,0,3.456936226167009
1350,151,0,236,0,0,3.4537157757496897
1351,152,0,233,0,0,3.4772202046880327
1352,153,0,234,0,0,3.442965154503631
1353,154,0,235,0,0,3.4034369885433873
1354,155,0,239,0,0,3.3842935307370596
1355,156,0,242,0,0,3.3663382072473125
1356,157,0,243,0,0,3.3629313073757676
1357,158,0,246,0,0,3.358818011257052
1358,159,0,239,0,0,3.385580946250418
1359,160,0,241,0,0,3.3751994893073882
1360,161,0,242,0,0,3.3811188811188937
1361,162,0,244,0,0,3.389659520807073
1362,163,0,244,0,0,3.3803593947036705
1363,164,0,247,0,0,3.3579881656804886
1364,165,0,246,0,0,3.394152595372124
1365,166,0,249,0,0,3.3787457522397433
1366,167,0,252,0,0,3.362179487179503
1367,168,0,251,0,0,3.356573705179297
1368,169,0,252,0,0,3.352716727716742
1369,170,0,251,0,0,3.3812442537542298
1370,171,0,249,0,0,3.428328699413053
1371,172,0,247,0,0,3.460915602616024
1372,173,0,247,0,0,3.4696356275303795
1373,174,0,247,0,0,3.4752413578324637
1374,175,0,250,0,0,3.4450769230769356
1375,176,0,251,0,0,3.4667483910511945
1376,177,0,248,0,0,3.4799937965260717
1377,178,0,245,0,0,3.5075353218210537
1378,179,0,243,0,0,3.531022475466938
1379,180,0,244,0,0,3.5115069356872834
1380,181,0,241,0,0,3.5518672199170296
1381,182,0,244,0,0,3.520018915510733
1382,183,0,245,0,0,3.471271585557317
1383,184,0,246,0,0,3.490150093808647
1384,185,0,249,0,0,3.3778189681804283
1385,186,0,252,0,0,3.353327228327242
1386,187,0,251,0,0,3.3942690775360225
1387,188,0,253,0,0,3.4014898145333077
1388,189,0,257,0,0,3.3862615983238715
1389,190,0,254,0,0,3.4224712295578614
1390,191,0,249,0,0,3.4219956750077403
1391,192,0,243,0,0,3.50759734093069
1392,193,0,245,0,0,3.5078492935635945
1393,194,0,247,0,0,3.50467144191842
1394,195,0,248,0,0,3.4958126550868625
1395,196,0,246,0,0,3.483583489681066
1396,197,0,251,0,0,3.446061906221285
1397,198,0,253,0,0,3.4159318941927794
1398,199,0,254,0,0,3.4147486371895988
1399,200,0,253,0,0,3.4305259957434013
1400,1,0,204,0,0,8.807503770739086
1401,2,0,214,0,0,8.432602444284708
1402,3,0,221,0,0,8.20274973894884
1403,4,0,228,0,0,7.98819163292849
1404,5,0,230,0,0,7.956856187290974
1405,6,0,232,0,0,7.784482758620703
1406,7,0,232,0,0,7.496518567639262
1407,8,0,231,0,0,7.47835497835499
1408,9,0,237,0,0,7.2160012982797825
1409,10,0,240,0,0,7.089743589743604
1410,11,0,237,0,0,7.168127231418377
1411,12,0,241,0,0,6.980529843600398
1412,13,0,236,0,0,6.952737940026089
1413,14,0,232,0,0,6.960377984084897
1414,15,0,233,0,0,6.696104324859703
1415,16,0,235,0,0,6.645826513911628
1416,17,0,237,0,0,6.586335605322958
1417,18,0,235,0,0,6.6358428805237395
1418,19,0,231,0,0,6.60805860805862
1419,20,0,230,0,0,6.4188963210702425
1420,21,0,229,0,0,6.379072892173335
1421,22,0,228,0,0,6.275641025641033
1422,23,0,233,0,0,6.126774513040613
1423,24,0,233,0,0,6.082040277319254
1424,25,0,229,0,0,6.138226402418551
1425,26,0,225,0,0,6.05863247863249
1426,27,0,221,0,0,6.049773755656121
1427,28,0,219,0,0,5.808746048472088
1428,29,0,213,0,0,5.786023835319622
1429,30,0,217,0,0,5.656859269762506
1430,31,0,214,0,0,5.687814521926681
1431,32,0,211,0,0,5.681370761939499
1432,33,0,207,0,0,5.6531029357116385
1433,34,0,197,0,0,5.786997266692706
1434,35,0,198,0,0,5.706293706293717
1435,36,0,205,0,0,5.54652908067543
1436,37,0,205,0,0,5.5744840525328385
1437,38,0,200,0,0,5.536346153846164
1438,39,0,197,0,0,5.499609527528319
1439,40,0,197,0,0,5.409605622803605
1440,41,0,198,0,0,5.420357420357431
1441,42,0,200,0,0,5.287307692307703
1442,43,0,198,0,0,5.283216783216788
1443,44,0,204,0,0,5.130656108597294
1444,45,0,207,0,0,5.029357116313648
1445,46,0,212,0,0,4.923984034833101
1446,47,0,210,0,0,4.915750915750926
1447,48,0,207,0,0,4.952062430323312
1448,49,0,208,0,0,4.963017751479298
1449,50,0,202,0,0,5.048743335872063
1450,51,0,202,0,0,5.044364051789808
1451,52,0,199,0,0,5.045805952841141
1452,53,0,200,0,0,4.991346153846161
1453,54,0,199,0,0,4.905875531503682
1454,55,0,200,0,0,4.916730769230782
1455,56,0,201,0,0,4.804630692690403
1456,57,0,200,0,0,4.795192307692319
1457,58,0,199,0,0,4.833397758020888
1458,59,0,200,0,0,4.837692307692325
1459,60,0,200,0,0,4.781923076923094
1460,61,0,199,0,0,4.763432547352162
1461,62,0,203,0,0,4.7072754831375665
1462,63,0,199,0,0,4.770776961731751
1463,64,0,199,0,0,4.712601468882888
1464,65,0,200,0,0,4.6355769230769335
1465,66,0,204,0,0,4.561840120663659
1466,67,0,203,0,0,4.612353164077312
1467,68,0,205,0,0,4.594934333958738
1468,69,0,203,0,0,4.63471011746875
1469,70,0,202,0,0,4.494478293983258
1470,71,0,203,0,0,4.402425161045867
1471,72,0,203,0,0,4.340659340659357
1472,73,0,204,0,0,4.347285067873318
1473,74,0,205,0,0,4.308067542213898
1474,75,0,205,0,0,4.266979362101326
1475,76,0,202,0,0,4.2928408225438055
1476,77,0,203,0,0,4.296703296703309
1477,78,0,206,0,0,4.268297236743849
1478,79,0,207,0,0,4.269973987365302
1479,80,0,209,0,0,4.2425469267574645
1480,81,0,212,0,0,4.218976777939055
1481,82,0,211,0,0,4.206890266131984
1482,83,0,213,0,0,4.115023474178419
1483,84,0,213,0,0,4.140483929216341
1484,85,0,218,0,0,4.081510232886397
1485,86,0,217,0,0,4.060085076214123
1486,87,0,216,0,0,4.029736467236481
1487,88,0,214,0,0,4.035226455787216
1488,89,0,218,0,0,3.986414961185616
1489,90,0,221,0,0,3.953880960668304
1490,91,0,225,0,0,3.921367521367533
1491,92,0,228,0,0,3.8974358974359085
1492,93,0,226,0,0,3.964261402314511
1493,94,0,226,0,0,3.971068754254609
1494,95,0,231,0,0,3.9080919080919205
1495,96,0,231,0,0,3.7910422910423054
1496,97,0,232,0,0,3.7997347480106267
1497,98,0,231,0,0,3.759573759573777
1498,99,0,233,0,0,3.7515681743149707
1499,100,0,234,0,0,3.765779092702184
1500,101,0,235,0,0,3.7872340425532056
1501,102,0,236,0,0,3.7397327249022294
1502,103,0,240,0,0,3.710737179487191
1503,104,0,238,0,0,3.7491919844861132
1504,105,0,241,0,0,3.6879987232684437
1505,106,0,244,0,0,3.68064312736445
1506,107,0,248,0,0,3.6456265508685
1507,108,0,245,0,0,3.6821036106750547
1508,109,0,245,0,0,3.6938775510204236
1509,110,0,250,0,0,3.653076923076938
1510,111,0,249,0,0,3.6651220265678255
1511,112,0,249,0,0,3.6910719802286205
1512,113,0,246,0,0,3.687148217636036
1513,114,0,240,0,0,3.750160256410268
1514,115,0,240,0,0,3.7620192307692424
1515,116,0,244,0,0,3.721469104665836
1516,117,0,239,0,0,3.78146121660767
1517,118,0,243,0,0,3.704653371320049
1518,119,0,243,0,0,3.7258626147515166
1519,120,0,239,0,0,3.788863855809478
1520,121,0,233,0,0,3.8631561571475923
1521,122,0,235,0,0,3.8576104746317683
1522,123,0,234,0,0,3.7608481262327556
1523,124,0,235,0,0,3.7494271685761187
1524,125,0,238,0,0,3.7078215901745426
1525,126,0,238,0,0,3.6914996767938093
1526,127,0,239,0,0,3.707112970711311
1527,128,0,241,0,0,3.688637089052042
1528,129,0,240,0,0,3.7233974358974495
1529,130,0,235,0,0,3.7672667757774265
1530,131,0,235,0,0,3.7304418985270176
1531,132,0,237,0,0,3.7005842259006942
1532,133,0,241,0,0,3.6752314075965677
1533,134,0,244,0,0,3.6109709962169148
1534,135,0,245,0,0,3.581946624803785
1535,136,0,246,0,0,3.5694183864915723
1536,137,0,248,0,0,3.5682382133995203
1537,138,0,241,0,0,3.674273858921175
1538,139,0,236,0,0,3.733865710560642
1539,140,0,240,0,0,3.6862179487179625
1540,141,0,239,0,0,3.704538139684596
1541,142,0,233,0,0,3.767084846484001
1542,143,0,231,0,0,3.793040293040308
1543,144,0,232,0,0,3.760941644562349
1544,145,0,230,0,0,3.756354515050184
1545,146,0,231,0,0,3.7610722610722798
1546,147,0,234,0,0,3.750821827744924
1547,148,0,236,0,0,3.7439700130378264
1548,149,0,239,0,0,3.6931123270035546
1549,150,0,237,0,0,3.7163258682246196
1550,151,0,234,0,0,3.7573964497041556
1551,152,0,235,0,0,3.7180032733224384
1552,153,0,237,0,0,3.7124310288867406
1553,154,0,233,0,0,3.7887091449323376
1554,155,0,229,0,0,3.7556264696002852
1555,156,0,235,0,0,3.683797054009837
1556,157,0,236,0,0,3.683996088657123
1557,158,0,236,0,0,3.691818774445911
1558,159,0,238,0,0,3.6989334195216723
1559,160,0,236,0,0,3.7322359843546473
1560,161,0,240,0,0,3.67804487179489
1561,162,0,236,0,0,3.704530638852692
1562,163,0,230,0,0,3.7899665551839656
1563,164,0,230,0,0,3.6516722408026903
1564,165,0,231,0,0,3.6586746586746757
1565,166,0,231,0,0,3.670662670662687
1566,167,0,232,0,0,3.665948275862087
1567,168,0,233,0,0,3.667381974248943
1568,169,0,238,0,0,3.624111182934729
1569,170,0,243,0,0,3.5636277302944155
1570,171,0,245,0,0,3.5726844583987627
1571,172,0,243,0,0,3.6020892687559534
1572,173,0,246,0,0,3.5827079424640607
1573,174,0,247,0,0,3.560884459669903
1574,175,0,246,0,0,3.5997498436523028
1575,176,0,250,0,0,3.5409230769230944
1576,177,0,252,0,0,3.52655677655679
1577,178,0,250,0,0,3.532769230769245
1578,179,0,253,0,0,3.4764366068714057
1579,180,0,250,0,0,3.5333846153846333
1580,181,0,249,0,0,3.5284213778189857
1581,182,0,248,0,0,3.5455955334987768
1582,183,0,243,0,0,3.5210509654954283
1583,184,0,245,0,0,3.5277864992150874
1584,185,0,244,0,0,3.5611601513241022
1585,186,0,247,0,0,3.5546558704453606
1586,187,0,247,0,0,3.5870445344129744
1587,188,0,249,0,0,3.557924003707156
1588,189,0,247,0,0,3.59358455309874
1589,190,0,245,0,0,3.6323390894819614
1590,191,0,247,0,0,3.6398318280909527
1591,192,0,242,0,0,3.6735537190082823
1592,193,0,243,0,0,3.64545742323522
1593,194,0,242,0,0,3.678957406230152
1594,195,0,241,0,0,3.7106607085860386
1595,196,0,239,0,0,3.739137431606071
1596,197,0,241,0,0,3.7157676348547914
1597,198,0,240,0,0,3.763301282051301
1598,199,0,244,0,0,3.713430012610359
1599,200,0,248,0,0,3.6530707196029946
1600,1,0,206,0,0,9.78267363704259
1601,2,0,213,0,0,9.498374864572064
1602,3,0,218,0,0,9.318101623147507
1603,4,0,219,0,0,9.313312258517753
1604,5,0,226,0,0,9.061436351259381
1605,6,0,230,0,0,8.881270903010044
1606,7,0,233,0,0,8.76279300099044
1607,8,0,230,0,0,8.797324414715728
1608,9,0,234,0,0,8.684089414858661
1609,10,0,237,0,0,8.554527750730292
1610,11,0,237,0,0,8.439954560207743
1611,12,0,236,0,0,8.45404172099089
1612,13,0,235,0,0,8.346481178396095
1613,14,0,236,0,0,8.132822685788804
1614,15,0,238,0,0,7.973173884938606
1615,16,0,238,0,0,7.907239819004536
1616,17,0,236,0,0,7.9450782268579
1617,18,0,239,0,0,7.883327969102047
1618,19,0,236,0,0,7.792372881355938
1619,20,0,236,0,0,7.727835723598449
1620,21,0,237,0,0,7.639402791301537
1621,22,0,237,0,0,7.609704641350225
1622,23,0,229,0,0,7.565670137722551
1623,24,0,227,0,0,7.41782446628263
1624,25,0,221,0,0,7.324399582318147
1625,26,0,217,0,0,7.34473590925206
1626,27,0,215,0,0,7.377638640429352
1627,28,0,213,0,0,7.242325749368024
1628,29,0,217,0,0,7.090925203828442
1629,30,0,217,0,0,6.982275788727416
1630,31,0,214,0,0,6.782350826743363
1631,32,0,216,0,0,6.6773504273504365
1632,33,0,213,0,0,6.62351029252439
1633,34,0,211,0,0,6.400473933649297
1634,35,0,209,0,0,6.375414059624603
1635,36,0,204,0,0,6.371983408748126
1636,37,0,199,0,0,6.497680711248572
1637,38,0,195,0,0,6.549901380670627
1638,39,0,195,0,0,6.5445759368836525
1639,40,0,195,0,0,6.583037475345183
1640,41,0,199,0,0,6.39369926555858
1641,42,0,198,0,0,6.352564102564108
1642,43,0,197,0,0,6.315111284654449
1643,44,0,197,0,0,6.305739945333867
1644,45,0,195,0,0,6.321104536489168
1645,46,0,200,0,0,6.200576923076938
1646,47,0,197,0,0,6.239359625146443
1647,48,0,197,0,0,6.200702850449059
1648,49,0,195,0,0,6.286390532544395
1649,50,0,195,0,0,6.200394477317574
1650,51,0,195,0,0,6.158382642998048
1651,52,0,196,0,0,5.961930926216662
1652,53,0,201,0,0,5.745885954841192
1653,54,0,203,0,0,5.72735884804852
1654,55,0,201,0,0,5.67795637198623
1655,56,0,201,0,0,5.5757749712973785
1656,57,0,201,0,0,5.611940298507471
1657,58,0,203,0,0,5.532588101553637
1658,59,0,205,0,0,5.50863039399626
1659,60,0,199,0,0,5.6059141863162125
1660,61,0,205,0,0,5.479174484052543
1661,62,0,204,0,0,5.528846153846166
1662,63,0,208,0,0,5.321375739644984
1663,64,0,203,0,0,5.289503599848441
1664,65,0,203,0,0,5.227737779461934
1665,66,0,204,0,0,5.2337858220211295
1666,67,0,203,0,0,5.246494884425935
1667,68,0,206,0,0,5.197722180731899
1668,69,0,205,0,0,5.099624765478439
1669,70,0,205,0,0,5.128330206379
1670,71,0,207,0,0,5.081010776662972
1671,72,0,207,0,0,4.981419546636954
1672,73,0,207,0,0,5.0196952805648625
1673,74,0,208,0,0,5.033838757396459
1674,75,0,207,0,0,4.997956150130081
1675,76,0,204,0,0,4.9924585218703035
1676,77,0,201,0,0,5.1021814006888775
1677,78,0,202,0,0,5.10853008377763
1678,79,0,203,0,0,5.11917392951877
1679,80,0,204,0,0,5.064102564102583
1680,81,0,206,0,0,5.042195668409269
1681,82,0,206,0,0,5.066654219566855
1682,83,0,207,0,0,5.071720549981434
1683,84,0,205,0,0,5.152157598499086
1684,85,0,202,0,0,5.234386900228502
1685,86,0,208,0,0,5.12000739644972
1686,87,0,212,0,0,5.061139332365758
1687,88,0,208,0,0,5.095599112426052
1688,89,0,211,0,0,4.9690120306234205
1689,90,0,214,0,0,4.826204169662127
1690,91,0,217,0,0,4.797412265154215
1691,92,0,216,0,0,4.832443019943032
1692,93,0,217,0,0,4.836937256292112
1693,94,0,215,0,0,4.9003577817531445
1694,95,0,217,0,0,4.8771712158809075
1695,96,0,215,0,0,4.854740608228996
1696,97,0,211,0,0,4.955705432008769
1697,98,0,212,0,0,4.949201741654595
1698,99,0,215,0,0,4.918067978533108
1699,100,0,216,0,0,4.832621082621099
1700,101,0,212,0,0,4.829644412191601
1701,102,0,219,0,0,4.7125043905866
1702,103,0,223,0,0,4.659710244912049
1703,104,0,222,0,0,4.651593901593919
1704,105,0,220,0,0,4.633741258741275
1705,106,0,222,0,0,4.595634095634113
1706,107,0,217,0,0,4.657922722438869
1707,108,0,224,0,0,4.545329670329688
1708,109,0,223,0,0,4.481027940669214
1709,110,0,219,0,0,4.552862662451723
1710,111,0,217,0,0,4.568769939737703
1711,112,0,217,0,0,4.507975895072687
1712,113,0,221,0,0,4.464148973198763
1713,114,0,217,0,0,4.551931939028733
1714,115,0,219,0,0,4.548472075869355
1715,116,0,220,0,0,4.413286713286734
1716,117,0,223,0,0,4.371852362883775
1717,118,0,224,0,0,4.273351648351668
1718,119,0,225,0,0,4.265299145299167
1719,120,0,224,0,0,4.31456043956046
1720,121,0,221,0,0,4.387399930386376
1721,122,0,222,0,0,4.388080388080407
1722,123,0,222,0,0,4.375433125433143
1723,124,0,220,0,0,4.426398601398621
1724,125,0,220,0,0,4.3685314685314856
1725,126,0,222,0,0,4.278239778239794
1726,127,0,225,0,0,4.257094017094037
1727,128,0,228,0,0,4.231106612685577
1728,129,0,228,0,0,4.169534412955485
1729,130,0,231,0,0,4.09873459873462
1730,131,0,238,0,0,4.015513897866859
1731,132,0,238,0,0,3.9414996767938164
1732,133,0,239,0,0,3.948664306404914
1733,134,0,238,0,0,3.975921137685865
1734,135,0,234,0,0,4.025641025641046
1735,136,0,238,0,0,3.9799612152553507
1736,137,0,233,0,0,4.071640805546405
1737,138,0,231,0,0,4.128704628704647
1738,139,0,230,0,0,4.173411371237475
1739,140,0,229,0,0,4.080114208935189
1740,141,0,230,0,0,4.03829431438129
1741,142,0,232,0,0,3.9935344827586423
1742,143,0,230,0,0,4.0362876254180815
1743,144,0,231,0,0,4.046453546453569
1744,145,0,233,0,0,3.947837570155191
1745,146,0,233,0,0,3.9681413007593522
1746,147,0,232,0,0,3.9898872679045327
1747,148,0,233,0,0,4.0059425552988
1748,149,0,234,0,0,3.9981919789612306
1749,150,0,233,0,0,3.9763948497854296
1750,151,0,235,0,0,3.9707037643208074
1751,152,0,234,0,0,4.017915844838941
1752,153,0,239,0,0,3.9715159317669984
1753,154,0,239,0,0,3.9922755069198796
1754,155,0,237,0,0,4.023044466082462
1755,156,0,238,0,0,4.035391079508746
1756,157,0,242,0,0,3.990623013350306
1757,158,0,244,0,0,3.9911727616645876
1758,159,0,247,0,0,3.956244160697626
1759,160,0,239,0,0,4.060991309945309
1760,161,0,241,0,0,4.0202681136291325
1761,162,0,240,0,0,4.057211538461563
1762,163,0,243,0,0,4.041468819246622
1763,164,0,246,0,0,3.987804878048803
1764,165,0,243,0,0,3.9457106679329095
1765,166,0,245,0,0,3.9431711145997066
1766,167,0,249,0,0,3.832406549274041
1767,168,0,242,0,0,3.9144945963127995
1768,169,0,242,0,0,3.946122059758444
1769,170,0,241,0,0,3.9382381104373025
1770,171,0,245,0,0,3.845368916797509
1771,172,0,244,0,0,3.8738965952080937
1772,173,0,240,0,0,3.9165064102564338
1773,174,0,240,0,0,3.938461538461561
1774,175,0,240,0,0,3.9556089743589964
1775,176,0,241,0,0,3.9615384615384857
1776,177,0,242,0,0,3.9527972027972273
1777,178,0,242,0,0,3.9508900190718585
1778,179,0,247,0,0,3.888196823419518
1779,180,0,242,0,0,3.9602670057215748
1780,181,0,242,0,0,3.982994278448847
1781,182,0,246,0,0,3.928080050031291
1782,183,0,247,0,0,3.9176269075054737
1783,184,0,247,0,0,3.946589847399588
1784,185,0,244,0,0,3.9943253467843873
1785,186,0,243,0,0,4.0123456790123715
1786,187,0,243,0,0,4.025007913896827
1787,188,0,243,0,0,4.043051598607177
1788,189,0,243,0,0,4.027698638809773
1789,190,0,247,0,0,3.97866708190597
1790,191,0,248,0,0,3.9951923076923297
1791,192,0,247,0,0,4.032855808159475
1792,193,0,248,0,0,4.036755583126575
1793,194,0,249,0,0,4.036144578313277
1794,195,0,252,0,0,3.923992673992695
1795,196,0,255,0,0,3.9061840120663884
1796,197,0,255,0,0,3.901809954751154
1797,198,0,251,0,0,3.9546429665951823
1798,199,0,246,0,0,4.016260162601652
1799,200,0,249,0,0,3.990886623416769
1800,1,0,205,0,0,9.720825515947483
1801,2,0,215,0,0,9.305366726296976
1802,3,0,225,0,0,8.92854700854702
1803,4,0,231,0,0,8.734099234099245
1804,5,0,235,0,0,8.599018003273335
1805,6,0,237,0,0,8.515579357351523
1806,7,0,234,0,0,8.433431952662733
1807,8,0,239,0,0,8.165754747344721
1808,9,0,237,0,0,8.013956507627402
1809,10,0,243,0,0,7.676005064893965
1810,11,0,245,0,0,7.585871271585566
1811,12,0,250,0,0,7.437538461538477
1812,13,0,252,0,0,7.230311355311367
1813,14,0,256,0,0,7.0404146634615525
1814,15,0,259,0,0,6.876447876447887
1815,16,0,259,0,0,6.561924561924571
1816,17,0,245,0,0,6.727001569858719
1817,18,0,248,0,0,6.616935483870976
1818,19,0,243,0,0,6.513928458372907
1819,20,0,241,0,0,6.549473348228544
1820,21,0,237,0,0,6.48312236286921
1821,22,0,237,0,0,6.392891918208385
1822,23,0,231,0,0,6.361638361638372
1823,24,0,220,0,0,6.404370629370645
1824,25,0,221,0,0,6.311869126348776
1825,26,0,220,0,0,6.277972027972043
1826,27,0,213,0,0,6.327193932827746
1827,28,0,208,0,0,6.277921597633147
1828,29,0,205,0,0,6.116135084427774
1829,30,0,202,0,0,6.0247524752475305
1830,31,0,201,0,0,5.842135476463844
1831,32,0,205,0,0,5.678048780487809
1832,33,0,198,0,0,5.551087801087811
1833,34,0,196,0,0,5.587519623233915
1834,35,0,190,0,0,5.445141700404867
1835,36,0,189,0,0,5.470899470899478
1836,37,0,187,0,0,5.4173179761415176
1837,38,0,187,0,0,5.443850267379691
1838,39,0,182,0,0,5.529374471682174
1839,40,0,182,0,0,5.480980557903646
1840,41,0,181,0,0,5.438801529961761
1841,42,0,184,0,0,5.3852424749163985
1842,43,0,184,0,0,5.359531772575264
1843,44,0,185,0,0,5.36403326403328
1844,45,0,190,0,0,5.257692307692322
1845,46,0,187,0,0,5.346565199506392
1846,47,0,186,0,0,5.364971050454938
1847,48,0,188,0,0,5.284983633387904
1848,49,0,185,0,0,5.293139293139305
1849,50,0,185,0,0,5.292307692307706
1850,51,0,186,0,0,5.286600496277929
1851,52,0,182,0,0,5.3222738799661995
1852,53,0,183,0,0,5.321984026902071
1853,54,0,182,0,0,5.224218089602716
1854,55,0,180,0,0,5.222649572649582
1855,56,0,174,0,0,5.220380194518138
1856,57,0,176,0,0,5.197989510489524
1857,58,0,178,0,0,5.169187554019029
1858,59,0,176,0,0,5.14488636363638
1859,60,0,177,0,0,5.1377661886136625
1860,61,0,174,0,0,5.170203359858546
1861,62,0,173,0,0,5.147398843930648
1862,63,0,174,0,0,5.072944297082241
1863,64,0,175,0,0,5.072747252747265
1864,65,0,178,0,0,4.917891097666388
1865,66,0,178,0,0,4.953111495246337
1866,67,0,181,0,0,4.9005524861878555
1867,68,0,183,0,0,4.8423707440101
1868,69,0,184,0,0,4.8438545150501815
1869,70,0,184,0,0,4.686872909699009
1870,71,0,183,0,0,4.736023539302241
1871,72,0,181,0,0,4.69188270293244
1872,73,0,180,0,0,4.668589743589757
1873,74,0,185,0,0,4.579833679833693
1874,75,0,187,0,0,4.514397367338552
1875,76,0,194,0,0,4.388580491673287
1876,77,0,196,0,0,4.381868131868142
1877,78,0,199,0,0,4.353691534596067
1878,79,0,202,0,0,4.313785224676326
1879,80,0,198,0,0,4.366161616161628
1880,81,0,200,0,0,4.360576923076935
1881,82,0,199,0,0,4.327599536142262
1882,83,0,204,0,0,4.258484162895937
1883,84,0,207,0,0,4.233184689706441
1884,85,0,211,0,0,4.181553044112297
1885,86,0,213,0,0,4.0985915492957865
1886,87,0,215,0,0,4.006797853309493
1887,88,0,215,0,0,4.014311270125233
1888,89,0,212,0,0,3.9941944847605346
1889,90,0,215,0,0,3.91717352415028
1890,91,0,214,0,0,3.9243350107836203
1891,92,0,214,0,0,3.939791516894333
1892,93,0,213,0,0,3.954135066811135
1893,94,0,216,0,0,3.9371438746438834
1894,95,0,218,0,0,3.9294283697953523
1895,96,0,223,0,0,3.878923766816153
1896,97,0,222,0,0,3.920131670131681
1897,98,0,219,0,0,3.9276431331225954
1898,99,0,223,0,0,3.8223525353570307
1899,100,0,221,0,0,3.722415593456328
1900,101,0,225,0,0,3.6244444444444524
1901,102,0,224,0,0,3.6744505494505604
1902,103,0,222,0,0,3.657657657657667
1903,104,0,227,0,0,3.5877668586919804
1904,105,0,228,0,0,3.5932860998650615
1905,106,0,228,0,0,3.6253373819163413
1906,107,0,227,0,0,3.642155201626577
1907,108,0,227,0,0,3.505252456794316
1908,109,0,229,0,0,3.501847497480695
1909,110,0,230,0,0,3.497324414715731
1910,111,0,233,0,0,3.4801914823374154
1911,112,0,233,0,0,3.5127104655001786
1912,113,0,231,0,0,3.497335997336012
1913,114,0,234,0,0,3.4894806048652316
1914,115,0,236,0,0,3.4980443285528136
1915,116,0,235,0,0,3.5364975450081926
1916,117,0,233,0,0,3.549521294156496
1917,118,0,229,0,0,3.613705072220366
1918,119,0,228,0,0,3.6504723346828722
1919,120,0,228,0,0,3.6531713900135045
1920,121,0,230,0,0,3.6404682274247593
1921,122,0,227,0,0,3.6421552016265797
1922,123,0,227,0,0,3.6704506946797832
1923,124,0,226,0,0,3.6633764465623004
1924,125,0,227,0,0,3.6304642494069954
1925,126,0,229,0,0,3.630164595230111
1926,127,0,230,0,0,3.643812709030113
1927,128,0,233,0,0,3.6137339055794104
1928,129,0,232,0,0,3.643733421750675
1929,130,0,233,0,0,3.627104655001662
1930,131,0,235,0,0,3.60163666121114
1931,132,0,238,0,0,3.5890433096315575
1932,133,0,240,0,0,3.5953525641025745
1933,134,0,245,0,0,3.558869701726855
1934,135,0,246,0,0,3.5520637898686784
1935,136,0,243,0,0,3.5767647989870346
1936,137,0,242,0,0,3.6034647171010943
1937,138,0,239,0,0,3.6478918570968917
1938,139,0,249,0,0,3.538307074451667
1939,140,0,249,0,0,3.5508186592524074
1940,141,0,253,0,0,3.456977804803903
1941,142,0,257,0,0,3.427865908410666
1942,143,0,258,0,0,3.4187537268932733
1943,144,0,259,0,0,3.3660528660528786
1944,145,0,266,0,0,3.2975708502024452
1945,146,0,264,0,0,3.2274184149184246
1946,147,0,273,0,0,3.1582135812905143
1947,148,0,267,0,0,3.220253529242304
1948,149,0,265,0,0,3.2105950653120594
1949,150,0,264,0,0,3.2207167832167958
1950,151,0,263,0,0,3.253436677391061
1951,152,0,261,0,0,3.265104627173604
1952,153,0,258,0,0,3.322748956469897
1953,154,0,259,0,0,3.33085833085834
1954,155,0,262,0,0,3.318849089841467
1955,156,0,264,0,0,3.3063811188811294
1956,157,0,264,0,0,3.3125000000000115
1957,158,0,268,0,0,3.219718714121713
1958,159,0,270,0,0,3.2313390313390418
1959,160,0,270,0,0,3.239601139601151
1960,161,0,269,0,0,3.1777237632256337
1961,162,0,272,0,0,3.167279411764718
1962,163,0,275,0,0,3.0874125874126004
1963,164,0,273,0,0,3.11904761904763
1964,165,0,270,0,0,3.164957264957275
1965,166,0,270,0,0,3.1727920227920317
1966,167,0,271,0,0,3.183508373545282
1967,168,0,268,0,0,3.1334672789896763
