,elk_reproduce,wolf_reproduce,pack_size_threshold,Run,Elk,Wolves,Packs,Killed Elks/Wolf,Elks age
32066,0.07446777343750001,0.0245458984375,2,24,5,0.1056640625,7,39,3.6082289803220178
32067,0.07446777343750001,0.0245458984375,2,24,5,0.3017578125,4,39,1.927884615384614
32068,0.07446777343750001,0.0245458984375,2,24,5,0.3017578125,7,30,0.0
32069,0.0147021484375,0.0321044921875,2,15,5,0.1056640625,4,30,2.8942307692307656
32070,0.029467773437500004,0.0695458984375,3,12,2,0.1017578125,4,24,1.2788461538461526
32071,0.059702148437500005,0.0695458984375,3,12,2,0.1017578125,4,24,2.273076923076921
32072,0.029467773437500004,0.0771044921875,3,12,2,0.1017578125,4,24,2.712637362637364
32073,0.029467773437500004,0.0695458984375,3,12,2,0.1017578125,4,24,2.5217391304347863
32074,0.029467773437500004,0.0695458984375,3,27,2,0.1017578125,4,24,0.0
32075,0.029467773437500004,0.0695458984375,3,12,2,0.1017578125,4,24,2.166666666666665
32076,0.029467773437500004,0.0695458984375,3,12,2,0.3056640625,4,24,4.420000000000015
32077,0.029467773437500004,0.0695458984375,3,12,2,0.1017578125,7,24,3.493589743589738
32078,0.029467773437500004,0.0695458984375,3,12,2,0.1017578125,4,15,0.0
32079,0.059702148437500005,0.0771044921875,3,27,2,0.3056640625,7,15,0.0
32080,0.023842773437500003,0.041420898437500006,2,7,5,0.1767578125,8,15,7.730769230769295
32081,0.0878271484375,0.041420898437500006,2,7,5,0.1767578125,8,15,0.0
32082,0.023842773437500003,0.0152294921875,2,7,5,0.1767578125,8,15,0.0
32083,0.023842773437500003,0.041420898437500006,3,7,5,0.1767578125,8,15,0.0
32084,0.023842773437500003,0.041420898437500006,2,26,5,0.1767578125,8,15,2.025851197982343
32085,0.023842773437500003,0.041420898437500006,2,7,3,0.1767578125,8,15,2.1939102564102533
32086,0.023842773437500003,0.041420898437500006,2,7,5,0.1306640625,8,15,3.493589743589738
32087,0.023842773437500003,0.041420898437500006,2,7,5,0.1767578125,5,15,2.1574946792338094
32088,0.023842773437500003,0.041420898437500006,2,7,5,0.1767578125,8,39,0.0
32089,0.0878271484375,0.0152294921875,3,26,3,0.1306640625,5,39,0.0
32090,0.0688427734375,0.0864208984375,3,20,2,0.37675781250000007,5,30,3.1396011396011594
32091,0.042827148437500004,0.0864208984375,3,20,2,0.37675781250000007,5,30,2.522514071294561
32092,0.0688427734375,0.06022949218750001,3,20,2,0.37675781250000007,5,30,2.1939102564102533
32093,0.0688427734375,0.0864208984375,2,20,2,0.37675781250000007,5,30,2.1574946792338094
32094,0.0688427734375,0.0864208984375,3,13,2,0.37675781250000007,5,30,2.552884615384618
32095,0.0688427734375,0.0864208984375,3,20,6,0.37675781250000007,5,30,0.0
32096,0.0688427734375,0.0864208984375,3,20,2,0.3306640625,5,30,1.2788461538461526
32097,0.0688427734375,0.0864208984375,3,20,2,0.37675781250000007,8,30,7.730769230769295
32098,0.0688427734375,0.0864208984375,3,20,2,0.37675781250000007,5,24,2.375000000000001
32099,0.042827148437500004,0.06022949218750001,2,13,6,0.3306640625,8,24,3.1396011396011594
32100,0.09134277343750001,0.0189208984375,2,13,4,0.47675781250000004,7,37,2.552884615384618
32101,0.0203271484375,0.0189208984375,2,13,4,0.47675781250000004,7,37,0.0
32102,0.09134277343750001,0.0827294921875,2,13,4,0.47675781250000004,7,37,0.0
32103,0.09134277343750001,0.0189208984375,2,13,4,0.47675781250000004,7,37,3.6082289803220178
32104,0.09134277343750001,0.0189208984375,2,7,4,0.47675781250000004,7,37,3.66987179487181
32105,0.09134277343750001,0.0189208984375,2,13,2,0.47675781250000004,7,37,3.66987179487181
32106,0.09134277343750001,0.0189208984375,2,13,4,0.23066406250000002,7,37,2.5436210131332087
32107,0.09134277343750001,0.0189208984375,2,13,4,0.47675781250000004,7,37,2.5436210131332087
32108,0.09134277343750001,0.0189208984375,2,13,4,0.47675781250000004,7,32,3.66987179487181
32109,0.0203271484375,0.0827294921875,2,7,2,0.23066406250000002,7,32,3.6082289803220178
32110,0.046342773437500005,0.0639208984375,3,26,7,0.2767578125,4,22,1.2788461538461526
32111,0.06532714843750001,0.0639208984375,3,26,7,0.2767578125,4,22,0.0
32112,0.046342773437500005,0.037729492187500005,3,26,7,0.2767578125,4,22,2.6952662721893534
32113,0.046342773437500005,0.0639208984375,3,26,7,0.2767578125,4,22,0.0
32114,0.046342773437500005,0.0639208984375,3,20,7,0.2767578125,4,22,2.1574946792338094
32115,0.046342773437500005,0.0639208984375,3,26,5,0.2767578125,4,22,0.0
32116,0.046342773437500005,0.0639208984375,3,26,7,0.4306640625,4,22,2.552884615384618
32117,0.046342773437500005,0.0639208984375,3,26,7,0.2767578125,4,22,0.0
32118,0.046342773437500005,0.0639208984375,3,26,7,0.2767578125,4,17,2.5436210131332087
