,wolf_reproduce,pack_size_threshold,energy_threshold,wolf_territorium,wolf_lone_attack_prob,elk_gain_from_food,wolf_gain_from_food,Run,Elks,Wolves,Killed Elks/Wolf,Elks age
7395,0.0767529296875,2,7,3,0.2955078125,7,20,7395.0,15.0,0.0,0.0,1.4974358974358961
7396,0.0767529296875,2,7,3,0.2955078125,9,25,7396.0,1.0,0.0,0.0,5.692307692307681
7397,0.0162841796875,2,8,7,0.27558593750000004,7,25,7397.0,0.0,0.0,0.0,0.0
7398,0.0992529296875,1,26,5,0.19550781250000002,8,28,7398.0,56.0,0.0,0.0,2.0913461538461524
7399,0.0387841796875,1,26,5,0.19550781250000002,8,28,7399.0,0.0,0.0,0.0,0.0
7400,0.0992529296875,1,26,5,0.19550781250000002,8,28,7400.0,56.0,0.0,0.0,2.0913461538461524
7401,0.0992529296875,1,14,5,0.19550781250000002,8,28,7401.0,0.0,0.0,0.0,0.0
7402,0.0992529296875,1,26,6,0.19550781250000002,8,28,7402.0,15.0,0.0,0.0,1.4974358974358961
7403,0.0992529296875,1,26,5,0.1755859375,8,28,7403.0,15.0,0.0,0.0,1.4974358974358961
7404,0.0992529296875,1,26,5,0.19550781250000002,5,28,7404.0,15.0,0.0,0.0,1.4974358974358961
7405,0.0992529296875,1,26,5,0.19550781250000002,8,18,7405.0,15.0,0.0,0.0,1.4974358974358961
7406,0.0387841796875,1,14,6,0.1755859375,5,18,7406.0,0.0,0.0,0.0,0.0
7407,0.05425292968750001,3,13,2,0.3955078125,5,13,7407.0,0.0,0.0,0.0,0.0
7408,0.0837841796875,3,13,2,0.3955078125,5,13,7408.0,0.0,0.0,0.0,0.0
7409,0.05425292968750001,3,13,2,0.3955078125,5,13,7409.0,0.0,0.0,0.0,0.0
7410,0.05425292968750001,3,26,2,0.3955078125,5,13,7410.0,9.0,0.0,0.0,2.6581196581196553
7411,0.05425292968750001,3,13,3,0.3955078125,5,13,7411.0,0.0,0.0,0.0,0.0
7412,0.05425292968750001,3,13,2,0.3755859375,5,13,7412.0,0.0,0.0,0.0,0.0
7413,0.05425292968750001,3,13,2,0.3955078125,8,13,7413.0,1.0,0.0,0.0,5.692307692307681
7414,0.05425292968750001,3,13,2,0.3955078125,5,33,7414.0,0.0,0.0,0.0,0.0
7415,0.0837841796875,3,26,3,0.3755859375,8,33,7415.0,56.0,0.0,0.0,2.0913461538461524
7416,0.043002929687500004,2,10,3,0.3455078125,6,32,7416.0,0.0,0.0,0.0,0.0
7417,0.050034179687500006,2,10,3,0.3455078125,6,32,7417.0,0.0,0.0,0.0,0.0
7418,0.043002929687500004,1,10,3,0.3455078125,6,32,7418.0,1.0,0.0,0.0,5.692307692307681
7419,0.043002929687500004,2,11,3,0.3455078125,6,32,7419.0,0.0,0.0,0.0,0.0
7420,0.043002929687500004,2,10,5,0.3455078125,6,32,7420.0,0.0,0.0,0.0,0.0
7421,0.043002929687500004,2,10,3,0.3255859375,6,32,7421.0,0.0,0.0,0.0,0.0
7422,0.043002929687500004,2,10,3,0.3455078125,6,32,7422.0,0.0,0.0,0.0,0.0
7423,0.043002929687500004,2,10,3,0.3455078125,6,29,7423.0,0.0,0.0,0.0,0.0
7424,0.050034179687500006,1,11,5,0.3255859375,6,29,7424.0,15.0,0.0,0.0,1.4974358974358961
7425,0.08800292968750001,3,23,6,0.1455078125,9,17,7425.0,1.0,0.0,0.0,5.692307692307681
7426,0.09503417968750001,3,23,6,0.1455078125,9,17,7426.0,0.0,0.0,0.0,0.0
7427,0.08800292968750001,2,23,6,0.1455078125,9,17,7427.0,0.0,0.0,0.0,0.0
7428,0.08800292968750001,3,23,6,0.1455078125,9,17,7428.0,1.0,0.0,0.0,5.692307692307681
7429,0.08800292968750001,3,23,2,0.1455078125,9,17,7429.0,0.0,0.0,0.0,0.0
7430,0.08800292968750001,3,23,6,0.12558593750000002,9,17,7430.0,9.0,0.0,0.0,2.6581196581196553
7431,0.08800292968750001,3,23,6,0.1455078125,9,17,7431.0,0.0,0.0,0.0,0.0
7432,0.08800292968750001,3,23,6,0.1455078125,9,14,7432.0,1.0,0.0,0.0,5.692307692307681
7433,0.09503417968750001,2,23,2,0.12558593750000002,9,14,7433.0,0.0,0.0,0.0,0.0
7434,0.0655029296875,1,17,4,0.2455078125,7,39,7434.0,0.0,0.0,0.0,0.0
7435,0.0725341796875,1,17,4,0.2455078125,7,39,7435.0,0.0,0.0,0.0,0.0
7436,0.0655029296875,3,17,4,0.2455078125,7,39,7436.0,9.0,0.0,0.0,2.6581196581196553
7437,0.0655029296875,1,29,4,0.2455078125,7,39,7437.0,0.0,0.0,0.0,0.0
7438,0.0655029296875,1,17,3,0.2455078125,7,39,7438.0,0.0,0.0,0.0,0.0
7439,0.0655029296875,1,17,4,0.2255859375,7,39,7439.0,0.0,0.0,0.0,0.0
7440,0.0655029296875,1,17,4,0.2455078125,5,39,7440.0,1.0,0.0,0.0,5.692307692307681
7441,0.0655029296875,1,17,4,0.2455078125,7,37,7441.0,1.0,0.0,0.0,5.692307692307681
7442,0.0725341796875,3,29,3,0.2255859375,5,37,7442.0,0.0,0.0,0.0,0.0
7443,0.0205029296875,3,29,7,0.44550781250000004,4,24,7443.0,9.0,0.0,0.0,2.6581196581196553
7444,0.0275341796875,3,29,7,0.44550781250000004,4,24,7444.0,1.0,0.0,0.0,5.692307692307681
7445,0.0205029296875,2,29,7,0.44550781250000004,4,24,7445.0,0.0,0.0,0.0,0.0
7446,0.0205029296875,3,17,7,0.44550781250000004,4,24,7446.0,0.0,0.0,0.0,0.0
7447,0.0205029296875,3,29,6,0.44550781250000004,4,24,7447.0,0.0,0.0,0.0,0.0
7448,0.0205029296875,3,29,7,0.42558593750000007,4,24,7448.0,0.0,0.0,0.0,0.0
7449,0.0205029296875,3,29,7,0.44550781250000004,8,24,7449.0,0.0,0.0,0.0,0.0
7450,0.0205029296875,3,29,7,0.44550781250000004,4,22,7450.0,56.0,0.0,0.0,2.0913461538461524
7451,0.0275341796875,2,17,6,0.42558593750000007,8,22,7451.0,0.0,0.0,0.0,0.0
7452,0.017690429687500002,1,6,2,0.1580078125,9,14,7452.0,0.0,0.0,0.0,0.0
7453,0.0753466796875,1,6,2,0.1580078125,9,14,7453.0,0.0,0.0,0.0,0.0
7454,0.017690429687500002,2,6,2,0.1580078125,9,14,7454.0,1.0,0.0,0.0,5.692307692307681
7455,0.017690429687500002,1,27,2,0.1580078125,9,14,7455.0,1.0,0.0,0.0,5.692307692307681
7456,0.017690429687500002,1,6,7,0.1580078125,9,14,7456.0,0.0,0.0,0.0,0.0
7457,0.017690429687500002,1,6,2,0.3130859375,9,14,7457.0,1.0,0.0,0.0,5.692307692307681
7458,0.017690429687500002,1,6,2,0.1580078125,5,14,7458.0,0.0,0.0,0.0,0.0
7459,0.017690429687500002,1,6,2,0.1580078125,9,19,7459.0,0.0,0.0,0.0,0.0
7460,0.0753466796875,2,27,7,0.3130859375,5,19,7460.0,9.0,0.0,0.0,2.6581196581196553
7461,0.06269042968750001,2,19,5,0.3580078125,6,29,7461.0,0.0,0.0,0.0,0.0
7462,0.030346679687500003,2,19,5,0.3580078125,6,29,7462.0,0.0,0.0,0.0,0.0
7463,0.06269042968750001,3,19,5,0.3580078125,6,29,7463.0,0.0,0.0,0.0,0.0
7464,0.06269042968750001,2,15,5,0.3580078125,6,29,7464.0,0.0,0.0,0.0,0.0
7465,0.06269042968750001,2,19,4,0.3580078125,6,29,7465.0,0.0,0.0,0.0,0.0
7466,0.06269042968750001,2,19,5,0.11308593750000001,6,29,7466.0,0.0,0.0,0.0,0.0
7467,0.06269042968750001,2,19,5,0.3580078125,8,29,7467.0,1.0,0.0,0.0,5.692307692307681
7468,0.06269042968750001,2,19,5,0.3580078125,6,34,7468.0,1.0,0.0,0.0,5.692307692307681
7469,0.030346679687500003,3,15,4,0.11308593750000001,8,34,7469.0,56.0,0.0,0.0,2.0913461538461524
7470,0.0851904296875,2,13,3,0.4580078125,4,21,7470.0,0.0,0.0,0.0,0.0
7471,0.05284667968750001,2,13,3,0.4580078125,4,21,7471.0,56.0,0.0,0.0,2.0913461538461524
7472,0.0851904296875,3,13,3,0.4580078125,4,21,7472.0,0.0,0.0,0.0,0.0
7473,0.0851904296875,2,8,3,0.4580078125,4,21,7473.0,0.0,0.0,0.0,0.0
7474,0.0851904296875,2,13,2,0.4580078125,4,21,7474.0,0.0,0.0,0.0,0.0
7475,0.0851904296875,2,13,3,0.21308593750000002,4,21,7475.0,15.0,0.0,0.0,1.4974358974358961
7476,0.0851904296875,2,13,3,0.4580078125,4,21,7476.0,0.0,0.0,0.0,0.0
7477,0.0851904296875,2,13,3,0.4580078125,4,11,7477.0,0.0,0.0,0.0,0.0
7478,0.05284667968750001,3,8,2,0.21308593750000002,4,11,7478.0,1.0,0.0,0.0,5.692307692307681
7479,0.0401904296875,3,25,6,0.25800781250000004,7,36,7479.0,1.0,0.0,0.0,5.692307692307681
7480,0.09784667968750001,3,25,6,0.25800781250000004,7,36,7480.0,0.0,0.0,0.0,0.0
7481,0.0401904296875,1,25,6,0.25800781250000004,7,36,7481.0,1.0,0.0,0.0,5.692307692307681
7482,0.0401904296875,3,21,6,0.25800781250000004,7,36,7482.0,0.0,0.0,0.0,0.0
7483,0.0401904296875,3,25,5,0.25800781250000004,7,36,7483.0,0.0,0.0,0.0,0.0
7484,0.0401904296875,3,25,6,0.4130859375,7,36,7484.0,0.0,0.0,0.0,0.0
7485,0.0401904296875,3,25,6,0.25800781250000004,7,36,7485.0,56.0,0.0,0.0,2.0913461538461524
7486,0.0401904296875,3,25,6,0.25800781250000004,7,26,7486.0,1.0,0.0,0.0,5.692307692307681
7487,0.09784667968750001,1,21,5,0.4130859375,7,26,7487.0,0.0,0.0,0.0,0.0
7488,0.051440429687500004,1,22,7,0.2080078125,9,18,7488.0,15.0,0.0,0.0,1.4974358974358961
7489,0.041596679687500006,1,22,7,0.2080078125,9,18,7489.0,0.0,0.0,0.0,0.0
7490,0.051440429687500004,2,22,7,0.2080078125,9,18,7490.0,0.0,0.0,0.0,0.0
7491,0.051440429687500004,1,11,7,0.2080078125,9,18,7491.0,15.0,0.0,0.0,1.4974358974358961
7492,0.051440429687500004,1,22,3,0.2080078125,9,18,7492.0,15.0,0.0,0.0,1.4974358974358961
7493,0.051440429687500004,1,22,7,0.46308593750000004,9,18,7493.0,15.0,0.0,0.0,1.4974358974358961
7494,0.051440429687500004,1,22,7,0.2080078125,5,18,7494.0,0.0,0.0,0.0,0.0
7495,0.051440429687500004,1,22,7,0.2080078125,9,38,7495.0,0.0,0.0,0.0,0.0
7496,0.041596679687500006,2,11,3,0.46308593750000004,5,38,7496.0,0.0,0.0,0.0,0.0
7497,0.09644042968750001,3,9,4,0.40800781250000007,6,33,7497.0,0.0,0.0,0.0,0.0
7498,0.0865966796875,3,9,4,0.40800781250000007,6,33,7498.0,0.0,0.0,0.0,0.0
7499,0.09644042968750001,1,9,4,0.40800781250000007,6,33,7499.0,15.0,0.0,0.0,1.4974358974358961
7500,0.09644042968750001,3,24,4,0.40800781250000007,6,33,7500.0,56.0,0.0,0.0,2.0913461538461524
7501,0.09644042968750001,3,9,6,0.40800781250000007,6,33,7501.0,56.0,0.0,0.0,2.0913461538461524
7502,0.09644042968750001,3,9,4,0.2630859375,6,33,7502.0,0.0,0.0,0.0,0.0
7503,0.09644042968750001,3,9,4,0.40800781250000007,8,33,7503.0,0.0,0.0,0.0,0.0
7504,0.09644042968750001,3,9,4,0.40800781250000007,6,23,7504.0,0.0,0.0,0.0,0.0
7505,0.0865966796875,1,24,6,0.2630859375,8,23,7505.0,0.0,0.0,0.0,0.0
7506,0.0739404296875,1,28,6,0.3080078125,5,10,7506.0,0.0,0.0,0.0,0.0
7507,0.0640966796875,1,28,6,0.3080078125,5,10,7507.0,15.0,0.0,0.0,1.4974358974358961
7508,0.0739404296875,2,28,6,0.3080078125,5,10,7508.0,0.0,0.0,0.0,0.0
7509,0.0739404296875,1,18,6,0.3080078125,5,10,7509.0,0.0,0.0,0.0,0.0
7510,0.0739404296875,1,28,7,0.3080078125,5,10,7510.0,0.0,0.0,0.0,0.0
7511,0.0739404296875,1,28,6,0.1630859375,5,10,7511.0,9.0,0.0,0.0,2.6581196581196553
7512,0.0739404296875,1,28,6,0.3080078125,6,10,7512.0,0.0,0.0,0.0,0.0
7513,0.0739404296875,1,28,6,0.3080078125,5,30,7513.0,0.0,0.0,0.0,0.0
7514,0.0640966796875,2,18,7,0.1630859375,6,30,7514.0,0.0,0.0,0.0,0.0
7515,0.028940429687500005,2,16,3,0.10800781250000001,8,25,7515.0,0.0,0.0,0.0,0.0
7516,0.0190966796875,2,16,3,0.10800781250000001,8,25,7516.0,0.0,0.0,0.0,0.0
7517,0.028940429687500005,3,16,3,0.10800781250000001,8,25,7517.0,0.0,0.0,0.0,0.0
7518,0.028940429687500005,2,5,3,0.10800781250000001,8,25,7518.0,0.0,0.0,0.0,0.0
7519,0.028940429687500005,2,16,4,0.10800781250000001,8,25,7519.0,0.0,0.0,0.0,0.0
7520,0.028940429687500005,2,16,3,0.36308593750000007,8,25,7520.0,0.0,0.0,0.0,0.0
7521,0.028940429687500005,2,16,3,0.10800781250000001,9,25,7521.0,0.0,0.0,0.0,0.0
7522,0.028940429687500005,2,16,3,0.10800781250000001,8,15,7522.0,9.0,0.0,0.0,2.6581196581196553
7523,0.0190966796875,3,5,4,0.36308593750000007,9,15,7523.0,0.0,0.0,0.0,0.0
7524,0.0233154296875,2,27,4,0.38300781250000004,7,19,7524.0,0.0,0.0,0.0,0.0
7525,0.0359716796875,2,27,4,0.38300781250000004,7,19,7525.0,0.0,0.0,0.0,0.0
7526,0.0233154296875,2,27,4,0.38300781250000004,7,19,7526.0,0.0,0.0,0.0,0.0
7527,0.0233154296875,2,22,4,0.38300781250000004,7,19,7527.0,0.0,0.0,0.0,0.0
7528,0.0233154296875,2,27,4,0.38300781250000004,7,19,7528.0,0.0,0.0,0.0,0.0
7529,0.0233154296875,2,27,4,0.33808593750000004,7,19,7529.0,0.0,0.0,0.0,0.0
7530,0.0233154296875,2,27,4,0.38300781250000004,7,19,7530.0,56.0,0.0,0.0,2.0913461538461524
7531,0.0233154296875,2,27,4,0.38300781250000004,7,28,7531.0,56.0,0.0,0.0,2.0913461538461524
7532,0.0359716796875,2,22,4,0.33808593750000004,7,28,7532.0,9.0,0.0,0.0,2.6581196581196553
7533,0.06831542968750001,3,14,7,0.1830078125,4,34,7533.0,0.0,0.0,0.0,0.0
7534,0.0809716796875,3,14,7,0.1830078125,4,34,7534.0,9.0,0.0,0.0,2.6581196581196553
7535,0.06831542968750001,1,14,7,0.1830078125,4,34,7535.0,56.0,0.0,0.0,2.0913461538461524
7536,0.06831542968750001,3,10,7,0.1830078125,4,34,7536.0,0.0,0.0,0.0,0.0
7537,0.06831542968750001,3,14,7,0.1830078125,4,34,7537.0,56.0,0.0,0.0,2.0913461538461524
7538,0.06831542968750001,3,14,7,0.1380859375,4,34,7538.0,0.0,0.0,0.0,0.0
7539,0.06831542968750001,3,14,7,0.1830078125,4,34,7539.0,15.0,0.0,0.0,1.4974358974358961
7540,0.06831542968750001,3,14,7,0.1830078125,4,13,7540.0,0.0,0.0,0.0,0.0
7541,0.0809716796875,1,10,7,0.1380859375,4,13,7541.0,0.0,0.0,0.0,0.0
7542,0.0908154296875,1,20,2,0.2830078125,5,12,7542.0,0.0,0.0,0.0,0.0
7543,0.05847167968750001,1,20,2,0.2830078125,5,12,7543.0,0.0,0.0,0.0,0.0
7544,0.0908154296875,1,20,2,0.2830078125,5,12,7544.0,0.0,0.0,0.0,0.0
7545,0.0908154296875,1,16,2,0.2830078125,5,12,7545.0,15.0,0.0,0.0,1.4974358974358961
7546,0.0908154296875,1,20,6,0.2830078125,5,12,7546.0,56.0,0.0,0.0,2.0913461538461524
7547,0.0908154296875,1,20,2,0.2380859375,5,12,7547.0,56.0,0.0,0.0,2.0913461538461524
7548,0.0908154296875,1,20,2,0.2830078125,9,12,7548.0,56.0,0.0,0.0,2.0913461538461524
7549,0.0908154296875,1,20,2,0.2830078125,5,36,7549.0,0.0,0.0,0.0,0.0
7550,0.05847167968750001,1,16,6,0.2380859375,9,36,7550.0,0.0,0.0,0.0,0.0
7551,0.045815429687500006,3,8,5,0.4830078125,8,27,7551.0,56.0,0.0,0.0,2.0913461538461524
7552,0.013471679687500002,3,8,5,0.4830078125,8,27,7552.0,1.0,0.0,0.0,5.692307692307681
7553,0.045815429687500006,3,8,5,0.4830078125,8,27,7553.0,9.0,0.0,0.0,2.6581196581196553
7554,0.045815429687500006,3,29,5,0.4830078125,8,27,7554.0,9.0,0.0,0.0,2.6581196581196553
7555,0.045815429687500006,3,8,3,0.4830078125,8,27,7555.0,9.0,0.0,0.0,2.6581196581196553
7556,0.045815429687500006,3,8,5,0.4380859375,8,27,7556.0,0.0,0.0,0.0,0.0
7557,0.045815429687500006,3,8,5,0.4830078125,6,27,7557.0,0.0,0.0,0.0,0.0
7558,0.045815429687500006,3,8,5,0.4830078125,8,21,7558.0,1.0,0.0,0.0,5.692307692307681
7559,0.013471679687500002,3,29,3,0.4380859375,6,21,7559.0,15.0,0.0,0.0,1.4974358974358961
7560,0.0345654296875,1,11,5,0.4330078125,7,16,7560.0,56.0,0.0,0.0,2.0913461538461524
7561,0.06972167968750001,1,11,5,0.4330078125,7,16,7561.0,0.0,0.0,0.0,0.0
7562,0.0345654296875,2,11,5,0.4330078125,7,16,7562.0,0.0,0.0,0.0,0.0
7563,0.0345654296875,1,7,5,0.4330078125,7,16,7563.0,0.0,0.0,0.0,0.0
7564,0.0345654296875,1,11,5,0.4330078125,7,16,7564.0,0.0,0.0,0.0,0.0
7565,0.0345654296875,1,11,5,0.48808593750000007,7,16,7565.0,0.0,0.0,0.0,0.0
7566,0.0345654296875,1,11,5,0.4330078125,8,16,7566.0,9.0,0.0,0.0,2.6581196581196553
7567,0.0345654296875,1,11,5,0.4330078125,7,10,7567.0,0.0,0.0,0.0,0.0
7568,0.06972167968750001,2,7,5,0.48808593750000007,8,10,7568.0,0.0,0.0,0.0,0.0
7569,0.07956542968750001,2,24,2,0.23300781250000002,4,31,7569.0,0.0,0.0,0.0,0.0
7570,0.0247216796875,2,24,2,0.23300781250000002,4,31,7570.0,56.0,0.0,0.0,2.0913461538461524
7571,0.07956542968750001,3,24,2,0.23300781250000002,4,31,7571.0,0.0,0.0,0.0,0.0
7572,0.07956542968750001,2,19,2,0.23300781250000002,4,31,7572.0,0.0,0.0,0.0,0.0
7573,0.07956542968750001,2,24,2,0.23300781250000002,4,31,7573.0,1.0,0.0,0.0,5.692307692307681
7574,0.07956542968750001,2,24,2,0.2880859375,4,31,7574.0,1.0,0.0,0.0,5.692307692307681
7575,0.07956542968750001,2,24,2,0.23300781250000002,5,31,7575.0,1.0,0.0,0.0,5.692307692307681
7576,0.07956542968750001,2,24,2,0.23300781250000002,4,25,7576.0,9.0,0.0,0.0,2.6581196581196553
7577,0.0247216796875,3,19,2,0.2880859375,5,25,7577.0,15.0,0.0,0.0,1.4974358974358961
7578,0.05706542968750001,1,5,6,0.13300781250000002,6,23,7578.0,0.0,0.0,0.0,0.0
